rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,slider_start,accuracy,participant_id,ctime
35444,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",29,html-slider-response,1,42517,0.0-1.0-0.0,50,NA,b792a8d1-a8b3-44f5-b485-26c3656b6331,2024-03-13 15:50:31 CET
17683,NA,"{""P0_Q0"":null,""age"":""76"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,60308,0.0-2.0,NA,[],b792a8d1-a8b3-44f5-b485-26c3656b6331,2024-03-13 15:50:31 CET
4215,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4219,0.0-0.0,NA,NA,8c32d602-5333-4d98-a7eb-f3ad178535bf,2024-03-13 15:50:33 CET
67674,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,71896,0.0-1.0-0.0,50,NA,8c32d602-5333-4d98-a7eb-f3ad178535bf,2024-03-13 15:50:33 CET
22383,NA,"{""P0_Q0"":null,""age"":""40"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,94316,0.0-2.0,NA,[],8c32d602-5333-4d98-a7eb-f3ad178535bf,2024-03-13 15:50:33 CET
1238,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1248,0.0-0.0,NA,NA,7937bd2c-34c3-4dd4-92c2-ecfafe9baef7,2024-03-13 15:50:36 CET
11795,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",0,html-slider-response,1,13045,0.0-1.0-0.0,50,NA,7937bd2c-34c3-4dd4-92c2-ecfafe9baef7,2024-03-13 15:50:36 CET
12997,NA,"{""P0_Q0"":null,""age"":""39"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,26081,0.0-2.0,NA,[],7937bd2c-34c3-4dd4-92c2-ecfafe9baef7,2024-03-13 15:50:36 CET
14276,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,14281,0.0-0.0,NA,NA,f21f6f3a-cb8f-47e0-a879-a910ae5336ed,2024-03-13 15:50:37 CET
7961,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",77,html-slider-response,1,22246,0.0-1.0-0.0,50,NA,f21f6f3a-cb8f-47e0-a879-a910ae5336ed,2024-03-13 15:50:37 CET
11055,NA,"{""P0_Q0"":null,""age"":""43"",""gender"":""female"",""language"":""yes"",""amE"":"""",""edu"":"""",""comments"":""""}",survey,2,33350,0.0-2.0,NA,[],f21f6f3a-cb8f-47e0-a879-a910ae5336ed,2024-03-13 15:50:37 CET
7677,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,7694,0.0-0.0,NA,NA,827d6376-8dfc-4065-a1ea-5910b9a5a839,2024-03-13 15:50:38 CET
51548,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",37,html-slider-response,1,59244,0.0-1.0-0.0,50,NA,827d6376-8dfc-4065-a1ea-5910b9a5a839,2024-03-13 15:50:38 CET
19693,NA,"{""P0_Q0"":null,""age"":""57"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,79036,0.0-2.0,NA,[],827d6376-8dfc-4065-a1ea-5910b9a5a839,2024-03-13 15:50:38 CET
6339,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6345,0.0-0.0,NA,NA,b9ec3e5d-bdd4-4c99-9d79-bb1c1dfb0025,2024-03-13 15:50:38 CET
32505,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",77,html-slider-response,1,38853,0.0-1.0-0.0,50,NA,b9ec3e5d-bdd4-4c99-9d79-bb1c1dfb0025,2024-03-13 15:50:38 CET
11030,NA,"{""P0_Q0"":null,""age"":""35"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,49913,0.0-2.0,NA,[],b9ec3e5d-bdd4-4c99-9d79-bb1c1dfb0025,2024-03-13 15:50:38 CET
3941,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,3947,0.0-0.0,NA,NA,06f1800a-78c2-4746-8071-872ca7868329,2024-03-13 15:50:40 CET
35235,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",69,html-slider-response,1,39196,0.0-1.0-0.0,50,NA,06f1800a-78c2-4746-8071-872ca7868329,2024-03-13 15:50:40 CET
16061,NA,"{""P0_Q0"":null,""age"":""26"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,55284,0.0-2.0,NA,[],06f1800a-78c2-4746-8071-872ca7868329,2024-03-13 15:50:40 CET
4278,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4283,0.0-0.0,NA,NA,50cc5ff5-2abc-4165-aab5-b43edb6ffc24,2024-03-13 15:50:40 CET
34663,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",31,html-slider-response,1,38948,0.0-1.0-0.0,50,NA,50cc5ff5-2abc-4165-aab5-b43edb6ffc24,2024-03-13 15:50:40 CET
21302,NA,"{""P0_Q0"":null,""age"":""65"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,60322,0.0-2.0,NA,[],50cc5ff5-2abc-4165-aab5-b43edb6ffc24,2024-03-13 15:50:40 CET
6036,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6051,0.0-0.0,NA,NA,1242a273-8df0-4c68-803d-26a6b61aea9f,2024-03-13 15:50:42 CET
64213,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",21,html-slider-response,1,70335,0.0-1.0-0.0,50,NA,1242a273-8df0-4c68-803d-26a6b61aea9f,2024-03-13 15:50:42 CET
44154,NA,"{""P0_Q0"":null,""age"":""53"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""Everything was clear and easy to understand.""}",survey,2,115317,0.0-2.0,NA,[],1242a273-8df0-4c68-803d-26a6b61aea9f,2024-03-13 15:50:42 CET
31901,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,31908,0.0-0.0,NA,NA,ce40eb50-4837-41a3-9267-205888e62b1f,2024-03-13 15:50:42 CET
44136,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",70,html-slider-response,1,76044,0.0-1.0-0.0,50,NA,ce40eb50-4837-41a3-9267-205888e62b1f,2024-03-13 15:50:42 CET
19746,NA,"{""P0_Q0"":null,""age"":""36"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,95834,0.0-2.0,NA,[],ce40eb50-4837-41a3-9267-205888e62b1f,2024-03-13 15:50:42 CET
1799,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1802,0.0-0.0,NA,NA,4a4ecb24-5033-4963-bde7-bcab98cb3af4,2024-03-13 15:50:43 CET
36064,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",98,html-slider-response,1,37868,0.0-1.0-0.0,50,NA,4a4ecb24-5033-4963-bde7-bcab98cb3af4,2024-03-13 15:50:43 CET
25747,NA,"{""P0_Q0"":null,""age"":""43"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""no comments""}",survey,2,63643,0.0-2.0,NA,[],4a4ecb24-5033-4963-bde7-bcab98cb3af4,2024-03-13 15:50:43 CET
1467,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1485,0.0-0.0,NA,NA,6c254e0e-c3bd-425a-9e71-98fa6f7cca56,2024-03-13 15:50:43 CET
26674,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole doesn't think that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",27,html-slider-response,1,28162,0.0-1.0-0.0,50,NA,6c254e0e-c3bd-425a-9e71-98fa6f7cca56,2024-03-13 15:50:43 CET
15042,NA,"{""P0_Q0"":null,""age"":""45"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,43380,0.0-2.0,NA,[],6c254e0e-c3bd-425a-9e71-98fa6f7cca56,2024-03-13 15:50:43 CET
12041,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,12058,0.0-0.0,NA,NA,89da4181-6fa1-4162-9393-1c7f4668815d,2024-03-13 15:50:43 CET
46267,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",90,html-slider-response,1,58334,0.0-1.0-0.0,50,NA,89da4181-6fa1-4162-9393-1c7f4668815d,2024-03-13 15:50:43 CET
28324,NA,"{""P0_Q0"":null,""age"":""29"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""None""}",survey,2,86769,0.0-2.0,NA,[],89da4181-6fa1-4162-9393-1c7f4668815d,2024-03-13 15:50:43 CET
4038,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,4054,0.0-0.0,NA,NA,809dd08e-090d-42ac-a35d-7b797225419e,2024-03-13 15:50:44 CET
32600,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",7,html-slider-response,1,36660,0.0-1.0-0.0,50,NA,809dd08e-090d-42ac-a35d-7b797225419e,2024-03-13 15:50:44 CET
49367,NA,"{""P0_Q0"":null,""age"":""35"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""nothing else to share""}",survey,2,86143,0.0-2.0,NA,[],809dd08e-090d-42ac-a35d-7b797225419e,2024-03-13 15:50:44 CET
10039,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,10043,0.0-0.0,NA,NA,416a0247-1076-42b5-9fba-50dbe57dc770,2024-03-13 15:50:46 CET
27550,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",91,html-slider-response,1,37595,0.0-1.0-0.0,50,NA,416a0247-1076-42b5-9fba-50dbe57dc770,2024-03-13 15:50:46 CET
17931,NA,"{""P0_Q0"":null,""age"":""32"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,55557,0.0-2.0,NA,[],416a0247-1076-42b5-9fba-50dbe57dc770,2024-03-13 15:50:46 CET
10573,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,10583,0.0-0.0,NA,NA,50a09737-4406-43f5-909c-105d6d46a98d,2024-03-13 15:50:48 CET
41100,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",81,html-slider-response,1,51687,0.0-1.0-0.0,50,NA,50a09737-4406-43f5-909c-105d6d46a98d,2024-03-13 15:50:48 CET
18882,NA,"{""P0_Q0"":null,""age"":""29"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,70604,0.0-2.0,NA,[],50a09737-4406-43f5-909c-105d6d46a98d,2024-03-13 15:50:48 CET
24610,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,24662,0.0-0.0,NA,NA,879235ca-eab2-461d-81c8-6b8ca7f9274f,2024-03-13 15:50:50 CET
29697,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",54,html-slider-response,1,54362,0.0-1.0-0.0,50,NA,879235ca-eab2-461d-81c8-6b8ca7f9274f,2024-03-13 15:50:50 CET
21016,NA,"{""P0_Q0"":null,""age"":""33"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,75487,0.0-2.0,NA,[],879235ca-eab2-461d-81c8-6b8ca7f9274f,2024-03-13 15:50:50 CET
1439,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1447,0.0-0.0,NA,NA,b0371682-a528-4b9d-a8f0-ca8d694386c0,2024-03-13 15:50:50 CET
18346,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't know that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",50,html-slider-response,1,19796,0.0-1.0-0.0,50,NA,b0371682-a528-4b9d-a8f0-ca8d694386c0,2024-03-13 15:50:50 CET
15400,NA,"{""P0_Q0"":null,""age"":""30"",""gender"":""non-binary"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,35267,0.0-2.0,NA,[],b0371682-a528-4b9d-a8f0-ca8d694386c0,2024-03-13 15:50:50 CET
11292,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,11368,0.0-0.0,NA,NA,2cc19233-16ee-4567-8a0b-dab078c69103,2024-03-13 15:50:51 CET
33353,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",90,html-slider-response,1,44725,0.0-1.0-0.0,50,NA,2cc19233-16ee-4567-8a0b-dab078c69103,2024-03-13 15:50:51 CET
29697,NA,"{""P0_Q0"":null,""age"":""51"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""Everything in the survey went fine with no issues.""}",survey,2,74528,0.0-2.0,NA,[],2cc19233-16ee-4567-8a0b-dab078c69103,2024-03-13 15:50:51 CET
2424,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2449,0.0-0.0,NA,NA,515e80b6-83da-40f0-a380-bec7e72ab4a5,2024-03-13 15:50:51 CET
96129,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole doesn't think that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",0,html-slider-response,1,98580,0.0-1.0-0.0,50,NA,515e80b6-83da-40f0-a380-bec7e72ab4a5,2024-03-13 15:50:51 CET
47520,NA,"{""P0_Q0"":null,""age"":""70"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""interesting survey""}",survey,2,146163,0.0-2.0,NA,[],515e80b6-83da-40f0-a380-bec7e72ab4a5,2024-03-13 15:50:51 CET
12504,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,12512,0.0-0.0,NA,NA,b2d1ad8f-36c8-4288-b122-f76cabb426a4,2024-03-13 15:50:51 CET
